original_text,augmented_text,similarity
यह और लोगों के ठेकेदार बने हुए हैं।,और लोगों के लिए एक ठेकेदार बन रहा है।,0.99840236
चुनाव आयोग अब मूत के सो जाओ क्यूँकि इसके आगे तुम्हारी कुछ करने की औक़ाद नही,"अब सोने के लिए जाओ, क्योंकि आप इस के बाद कुछ भी करने के लिए कोई अधिकार नहीं है।",0.9966468
इस बार पश्चिम से जो चुनाव शुरू हुआ है उसमें बीजेपी का सफाया होना तय है यह चुनाव किसान अपने मान सम्मान का चुनाव मानकर लड़ रहे हैं आजतक से बातचीत में बोले अखिलेश यादव,एक बार जब पश्चिम से चुनाव आरंभ हो गये तो भाजपा को साफ करने का निर्णय लिया गया। किसान अपने मूल्यों के प्रति सम्मान के लिए लड़ रहे हैं।,0.99904376
अब समझ में आया के देश के सारे मववाली सड़कछाप उठाई गिरे लफंगे बदमाश के दीवाने क्यों है क्यों भाजपा से इतने आकर्षित हैं जब खुद उनका बाप मंच पर खड़ा होके कहता है बेटी पटाओ वो और बात है के पटती ही नहीं है Beti Patao BJP slogan,"अब समझें कि देश के सभी दुष्ट सड़कों को क्यों तोड़ दिया गया है और गिरा गया है, दुष्टों का पागलपन, क्यों भाजपा को इतना आकर्षित किया जाता है जब उनके पिता मंच पर खड़े होते हैं और कहते हैं, ""बिति पटो,"" यह पर्याप्त नहीं है. बिति पटो भाजपा घोष",0.99801
गृह मंत्री अमित शाह का बयानसपाबसपा की सरकारों ने गरीबों को ठगा सपाबसपा ने गरीबों का कभी भला नहीं किया,गृह मंत्री अमिताभ शाह का वक्तव्ययहाँ तक कि गरीबों के प्रति सरकारों ने कभी भलाई नहीं की है।,0.99782974
समाजवादी पार्टी की सरकार ने रामभक्तों पर गोली चलवाई थी लेकिन आपने भाजपा को वोट देकर मोदी जी के हाथ मजबूत किये सुप्रीम कोर्ट का फैसला आया और अब आपकी ताकत के कारण ही अयोध्या में भव्य राम मंदिर बन रहा है,"सोशलिस्ट पार्टी सरकार ने राम भक्तों पर गोली चला दी, लेकिन आपने भाजपा के लिए मतदान किया और மோடி के हाथों को मजबूत किया और उच्चतम न्यायालय ने निर्णय लिया और अब आपके बल के कारण अयोध्या में राम मंदिर का निर्माण किया जा रहा है।",0.9992048
पेड महा ज्ञान के मंत्रियों सहित विधायकों के से में जाने की भरपाई ने नेता आरपीएन सिंह को में शामिल करके कर ली,नेता आर. पी. एन. सिंह के सम्मिलन से महाराजा के मंत्रियों सहित विधायकों का ध्यान रखा गया।,0.99797904
योगी बोले कब्रिस्तान में खर्च होने वाला पैसा अब तीर्थस्थलों के विकास में लग रहा है via,योगी ने कहा कि मकबरे में खर्च की गई धनराशि अब मंदिरों के विकास में खर्च की जा रही है।,0.99837446
योगी ने अखिलेश पर बोला जुबानी हमला कहा आयकर की कार्रवाई से सपाइयों के पेट में हो रहा दर्द,"योगी ने अकिलश पर कहा, ‘जुबानी हमले’ ने आयकर कार्रवाई से माँगने वालों के पेट में दर्द का वर्णन किया।",0.9987909
यह बहुरूपिया चुनाव जीतने के लिए कुछ भी कर सकता है l चुनाव खत्म होते ही महंगाई भ्रष्टाचार अपराध पर कोई बात नहीं करता l उत्तर प्रदेश की जनता ने ठाना है भाजपा को भगाना है l,"यह चुनाव जीतने के लिए कुछ भी कर सकता है। जब चुनाव समाप्त हो जाते हैं, महाngi भ्रष्टाचार के बारे में नहीं बात करता है। उत्तर प्रदेश की जनता ने भाजपा से छुटकारा पाने का निर्णय लिया है।",0.99857384
बाबाजी को डर तो लगा है।,बाबा डरता है।,0.9962996
सीटें तो दूर की बात है जी आप ऐसे सीटों के नाम बता दीजिए जहाँ आप के प्रत्याशी अपनी ज़मानत बचा रहे हैं,सीटें एक दूर बात है. उन्हें सीटों के नाम बताओ जहां आपके उम्मीदवार अपने प्रमाण पत्र सहेज रहे हैं.,0.9985665
राजनाथ सिंह जन विश्वास यात्रा में बोले हमने धारा को चुटकियों में समाप्त किया रामभक्तों पर गोली चलवाने वालों को चुनावों में सबक सिखाना होगा,"नाथ राज सिंह ने सार्वजनिक ट्रस्ट की यात्रा में कहा, हमने नदी को टुकड़े-टुकड़े कर समाप्त कर दिया है। राम भक्तों पर गोली मारने वालों को चुनावों में शिक्षा देना होगा।",0.9985053
उतरौला विधानसभा में CongRSS वोट कटवा साबित होगी,उत्तराउला विधान सभा में कांग्रेस का मतदान एक हार साबित होगा।,0.99765176
यदि आप एक ही दवा से चार बीमारियां खत्म चाहते हैं तो दबाइये सेकुलर कांग्रेसी वामपंथी आतंकवादी चारों एक साथ खत्म होंगे।,"यदि आप चाहते हैं कि एक ही ड्रग के साथ चार रोगों का उन्मूलन किया जाए, तो सांप्रदायिक कांग्रेस के वामपंथी आतंकवादियों को दबाना सभी चारों को एक साथ नष्ट कर दिया जाएगा।",0.9981022
अरे ओ पप्पू तुमको शायद इतना भी ना पता कि हम हिंदुत्ववादी तुम जैसे कायरों मशीनरी और लव जिहाद वाले ना हैं। अपना ज्ञान अपने तक रख दो कौड़ी का नीच इंसान गर्व है हमें कि हम हिंदू हैं तेरी तो कोई एक जात ही नहीं बदजात कहीं का,"पपू, आप शायद नहीं जानते हैं कि हम हिन्दू आप जैसे नहीं हैं, कैअर, मशीनरी और लावा जिहाद. अपने ज्ञान को अपने पास रखें.",0.9980537
यूपी वालों वोट डालते समय का बटन न हो इसका ध्यान रखें उस को गलती से भी न लगायें स्वच्छ भारत अभियान में सहयोग दें,ध्यान रखें कि यू. पी. मतदान के लिए बटन नहीं है. इसे गलती न करें. स्वच्छ भारत अभियान का समर्थन करें.,0.9976659
यूपी चुनाव में राहुल गांधी की वाराणसी में तीसरी रैलीकहासुना है कि मोदी ने मगरमच्छ से लड़ाई लड़ी थी लेकिन उनसे तैरा भी नहीं गया,चुनाव में उत्तर प्रदेश के वाराणसी में राहुल गांधी की तीसरी митинг यह थी कि मोदी ने मगर से लड़ा लेकिन उसके साथ नहाया।,0.99925166
गाय के लिए एंबुलेंस लेकिन कोविड में लोग ऑक्सीजन कमी से तड़प तड़प कर मर गए पंचायत चुनावों में कितने शिक्षकों ने अपनी जान गंवाई गरीबों ने कोविड से मरे प्रिय जनों की लाशों को गंगा बहाया हेल्थ इन्फ्रास्ट्रक्चर अभी भी लचर है। इस से नाकारा CM हो सकता था,"पंचायत चुनावों में, कितने शिक्षकों ने अपना जीवन बलिदान किया? कुवैत में गरीबों की मृत्यु हुई. प्रेमी के शव गंगा द्वारा डूब गए. स्वास्थ्य मूल संरचना अभी भी कम है. यह एक असफल CM हो सकता है",0.9985885
केन्द्रीय गृह एवं सहकारिता मंत्री अमित शाह ने कहा कि अखिलेश व बसपा की सरकार में पहले पुलिस गुंडे से डरती थी अब पुलिस से गुंडे डरते हैं अब माफिया पलायन कर रहे हैं। अब यूपी में माफिया ढूढने में तीन जगह दिखते हैं।,"गृह मंत्रालय और सहयोग मंत्री अमिताभ शाह ने कहा कि अकिलेश और बसापा की सरकार में पुलिस गोली से डरती थी, अब गोली पुलिस से डरती है, अब mafia भाग रहा है। अब यू. पी. में mafia को ढूंढने के लिए तीन स्थान हैं।",0.99907815
सपा का समाजदवाद ये है कि अल्पसंख्यक समाज के लोग दरी बिछाएं लाठियां खाएं और सत्ता की मलाई खाएं Barrister,स्पेन में समाजवाद यह है कि अल्पसंख्यक समाजों में लोग भेड़ों को खाते हैं और शक्ति का मांस खाते हैं।,0.9977944
पहले चरण के मतदान के बाद योगी जी के चेहरे पर बजे हुए हैं अखिलेश यादव,"मतदान के पहले दौर के बाद, योगजी का चेहरा अखिलेश यादव से ढका हुआ है।",0.9987569
यूपी चुनाव अखिलेश ने CM योगी पर किया पलटवार कहा गुल्लू के लिए बिस्किट लेकर जाएं गोरखपुर में इंतजार कर रहा,CM Yogin पर U. P. Akhilesh द्वारा चुनाव: Gulu waiting के लिए टिकट पाने के लिए Gorakhpur जाना कहा गया,0.9980642
अखिलेश को मुस्लिम कयादत से नफरत,अहमदीनेजाद के मुसलमान तरीकों को पसंद नहीं करते,0.99793774
अखिलेश यादव हार के डर से पूरी तरह हताशा निराशा और बौखलाहट के कारण झुंझलाहट में डूब चुका हैं।,"यादव की हार का भय उसे निराशा, निराशा और अशांति में ले गया है।",0.9978187
स्वामी प्रसाद मौर्य के काफिले पर हमला भाजपा उम्मीदवार पर लगाया आरोप,स्वामी मौर्य के प्रतिद्वंद्वी पर आक्रमण करने के लिए भाजपा के उम्मीदवार पर आरोप,0.99836147
क्या अखिलेश यादव की रैली में पैसे देकर जुटाई गयी भीड़ सोशल मीडिया पर वायरल वीडियो से उठे सवाल,यह सवाल सामाजिक मीडिया पर अखिलेश यादव के जुलूस में धन जुटाने वाले भीड़ द्वारा उठाया गया बेतार वीडियो से उत्पन्न होता है।,0.9984865
सुनिए आम जनता की पीड़ा फिर सोचिए अखिलेश राज में गुण्डाराज है भइया,तो सामान्य लोगों के कष्टों को सुनो। फिर अखिलेश राजा को देश का राजा समझो।,0.99768525
न भूले है न भूलने देंगे,वे न भूलेंगे और न भूलेंगे,0.9965442
कांग्रेस सपाबसपा ने के पहले पूरे देश की दुगर्ति कर दी थी। सीएम योगी आदित्यनाथ यूपी सीएम मैनपुरी,कांग्रेस ने पहले ही देश की रिकार्ड को दुगुना कर दिया था।,0.99796396
इनका भी वही हाल होगा जैसे बसपा पिछले चुनाव में समर्थन दी थी आज उसकी जगह देख सकते हैं कल इनकी देख लेना।,उन्हें भी पिछले चुनावों में बसापा द्वारा समर्थित इसी भाग्य का सामना करना होगा और उन्हें आज उनके स्थान पर कल देखा जा सकता है।,0.9986993
UP Elections वाराणसी में काला झंडा दिखाने पर भड़की ममता कहा भाजपाइयों के दिमाग में सिर्फ गुंडागर्दी है,उत्तर प्रदेश वाराणसी में काले झंडा दिखाने पर नाराज ममाता ने कहा कि लोगों का मन सिर्फ गुनाहगारी है।,0.99925846
जनता का रुख़ साफ़ है इस बार भाजपा साफ़ है,जनता का हित स्पष्ट है. इस बार भाजपा स्पष्ट है.,0.9955548
सबसे झूठी पार्टी है भारतीय जनता पार्टी अखिलेश यादव,सबसे ज्यादा झूठी पार्टी भारतीय जनता पार्टी है,0.9992773
जो अपने पिता का ना हुआ जो अपने परिवार का ना हुआ जो अपने रिश्तेदारों का ना हुआ वह उत्तर प्रदेश का क्या होगा,"उत्तर प्रदेश के बारे में, जो अपने पिता का नहीं है, जो अपने परिवार का नहीं है, जो अपने रिश्तेदारों का नहीं है?",0.9980791
में सरकारी बोर्ड के रंग चेंज होने लगे हैं मतलब जी जाने वाले हैं,"सरकार बोर्ड रंग बदलने शुरू कर रहे हैं, इसका मतलब है कि वे जीतने जा रहे हैं।",0.99660677
BSP Chife Mayawati says in Lucknow बसपा प्रमुख मायावती ने कहायोगी संन्यासी का चोला पहनकर एक धर्म के लोगों काम करते हैं जबकि वह सभी की नि स्वार्थ सेवा करतीं,श्रीमती मायावती कहते हैं कि लखनऊ में बसापा के प्रमुख मायावती ने कहा था कि किसी धर्म के लोग एक संत के मुकुट के साथ काम करते हैं जबकि वह सभी के स्वार्थ की सेवा करता है।,0.99840635
ओपी राजभर ने कहा हमारे गठबंधन से घबरा गई भाजपा हताश होकर ईवीएम में की जा रही गड़बड़ी,ओ.पी. राजबार ने कहा कि हमारी गठबंधन से निराश भाजपा ईवीएम को पराजित कर रही है.,0.99807066
कौन सा हिसाब पूरा करने के ख़्वाब देख रहा है ये अभी तक हवा का रुख़ समझ में नहीं आया लगता है kindly take note of this,"जिसने एक ही लेख को पूरा करने का स्वप्न देखा है, वह अभी भी हवा के चेहरे को नहीं समझता।",0.9979612
गोदी न्यूज़ चैनल देखना छोङ दीजिये देहियेगा BJP केसी हारती हे।,समाचार चैनल पर जाओ और मृतक भाजपा के बारे में देखो।,0.99679863
प्रधानमंत्री की रैलियों में भाड़े की भीड़ हरियाणा से लाई जा रही बस संचालक भाड़े के पैसे के लिए दरदर भटकने को मजबूर ऐसी चिंदिगिरि से प्रधानमंत्री पद की प्रतिष्ठा को कितना धक्का लगा होगा,"प्रधानमंत्री की सभाओं में माल की भीड़ से प्रधानमंत्री का कार्यालय हिल गया होता, क्योंकि हरियाणा के बस संचालक को माल की कीमत चुकाने के लिए भटकने के लिए मजबूर किया गया था।",0.9978453
अगर अपने बच्चों का भविष्य बचाना है तो भाजपा को उखाड़ फेंकना है,"अगर आप अपने बच्चों के भविष्य को बचाना चाहते हैं, तो भाजपा को बाहर फेंकना होगा।",0.998667
से की जनसभा लाख युवाओं को IT सेक्टर में नौकरी देंगे अखिलेश सभी लाख सरकारी पदों को हम भरेंगे अखिलेश बाबा जी भर्ती नहीं गर्मी निकाले की बात करते हैं अखिलेश,जनसभा सूचना प्रौद्योगिकी क्षेत्र में लाखों युवाओं को रोजगार प्रदान करेगी। सभी लाख सरकारी पदों को भरा जाएगा।,0.99796295
मियां खलीफा भी कभी हिजाब पहनती थी वह तो पोर्न इंडस्ट्री वालों ने उतरवा दिया,"माया खलीफा एक हिजाब पहनती थी, लेकिन पांडु उद्योग ने उसे बर्खास्त कर दिया।",0.9987308
वोट डालने से पहले एक बार जरूर सोचें।,आप मत देने से पहले इसके बारे में सोचें।,0.9987155
उन्होंने दिन रात उत्तर प्रदेश को लूटा और लोगों को अपराधियों दंगाइयों और गुंडों के हवाले कर दियामोदी,"उन्होंने उत्तर प्रदेश को रात-दिन लूटा और लोगों को अपराधियों, दंगों और षडयंत्रों के हाथों सौंप दिया।",0.9973845
ये आतंकवादी हो या भड़काऊ बयान देने वाले इन सबको इज्जत बख्शने का काम करती है देखिए BJP प्रवक्ता ने को लेकर ऐसा क्यों कहा प्रवक्ता Vs यूथ कांग्रेस के नेता सन्नी धीमान,"चाहे वे आतंकवादी हों या वे जो उत्तेजित वक्तव्य देते हैं, वे सब को क्षमा करने का काम करते हैं. देखें कि भाजपा के प्रवक्ता ने इस बात को प्रवक्ता व युवा कांग्रेस के नेता  Sunni Dehman के बारे में क्यों कहा.",0.9976024
आज सुनने में आया कि अखिलेश यादव ने अपने पिता मुलायम सिंह यादव को घर में बंद करके रखा हैखैर इसमें गलत क्या है लड़का है गलती हो जाती हैबोया पेड़ बबूल का तो आम कहां से होय,"आज मैंने सुना है कि अखिलेश यादव ने अपने पिता को अपने घर में शांत रखा था, लेकिन उनके साथ यह गलती है कि वह एक लड़का है, यह गलती है।",0.99803424
अगर भाजपा जीत रही होती तो गोदी मीडिया दिनरात भाजपा के जीत दिखाती। लेकिन आज भारतीय जनता पार्टी उत्तर प्रदेश में बहुत बुरी तरीके से हार रही है। इसीलिए गोदी मीडिया दूसरे देशों की खबरें दिखा रही है।,अगर भाजपा जीत जाती तो गोदी मीडिया दिन-रात यह दिखाता कि भाजपा जीत रही है. लेकिन आज भारतीय जनता पार्टी उत्तर प्रदेश में बुरी तरह हार रही है. यही कारण है कि गोदी मीडिया अन्य देशों से समाचार दिखा रहा है.,0.99931407
कांग्रेस को वोट देने से डर नही लगता जीते हुए कांग्रेसियों के बिक जाने का डर है,"कांग्रेस मत देने से नहीं डरती, विजय प्राप्त करने वाले कांग्रेसियों द्वारा उसे बेचने से डरती है।",0.99695665
कितने लोगों को यह पता है कि की वजह से अखिलेश यादव के अब्बा जान मौलाना मुलायम एक बार बनने से चूक गए थे,बहुत से लोग यह जानते हैं कि अखिलेश यादव के दादा जान मौलाना एक बार निर्बल होने में असफल रहे थे।,0.9990088
साल भाजपा नफरत बांटती रही हिंदू मुस्लिम भेदभाव करती रही अब मुस्लिम वोट की कीमत देखकर भाईचारा का पाठ पढ़ा रही है बाबा तुम्हारा सूपड़ा साफ हो कर रहेगा यूपी से जनता को अबकी भाईचारा चुनना है नफरत नहीं।,"भाजपा वर्षों से घृणा फैला रही है, हिंदुओं ने मुसलमानों के विरूद्ध भेदभाव किया है, मुसलमान अपनी वोटों की कीमत पर भाईचारे के पाठ पढ़ रहे हैं, बाबा तुम्हारे जेबों को साफ करेंगे, उत्तर प्रदेश के लोगों को अपने भाईचारे का चुनाव करना होगा।",0.99837863
अखिलेश यादव ने कहा पहले चरण के मतदान के बाद बीजेपी की गर्मी निकल गई है,यादव ने कहा कि मतदान के पहले दौर के बाद भाजपा का उत्साह समाप्त हो गया है।,0.99833894
समाजवादी पार्टी को सत्ता में आने से रोकना है बीएसपी सुप्रीमो मायावती,समाजवादी पार्टी को सत्ता में आने को बंद करना होगा। बी. एस. पी. उच्चतम मायावती,0.9979753
क्या उत्तर प्रदेश में अवारा पशु भाजपा का वोट बैंक है,क्या उत्तर प्रदेश में आवर बीस्ट भाजपा का मतदान बैंक है?,0.9992528
का महिला को सशक्त बनाने का नायाब तरीका खुद को गोली मरवाओ,एक महिला को सशक्त करने का सर्वोत्तम तरीका स्वयं गोली मारना है।,0.9972107
ये जिहाद समर्थक कांग्रेस ने किया था जेहादियों की बिरयानी खिलाने वालों ने बेंगलुरू रेलवे स्टेशन पर नमाज रूम बनाया हिन्दूओं के लिए पूजा कक्ष भी बना देते मोदी सरकार ने उसे जन सेवा कक्ष बनाया । रेलवे सहायक रेस्ट रूम में बदला।,जिहाद समर्थक कांग्रेस ने बंगालुरू रेलवे स्टेशन पर एक मस्जिद कक्ष और हिंदुओं के लिए प्रार्थना कक्ष का निर्माण किया था। மோடி सरकार ने एक सार्वजनिक सेवा कक्ष का निर्माण किया था और उसे रेलवे सहायक अतिथि कक्ष में परिवर्तित किया था।,0.9984108
समाजवादी पार्टी की डिक्शनरी में A फॉर आतंक B भाईभतीजावाद सी करप्शन और अमित शाह हरदोई में विपक्ष पर बरसे,पार्टी के समाजवादी शब्दकोश में एक आतंकवाद के लिए बी भाईचारे के लिए सी भ्रष्टाचार के लिए और Amit Shah Hardoi विपक्ष के लिए है।,0.99788123
सपा मुखिया अखिलेश यादव ने यूपी सरकार पर EVM में गड़बड़ी करने का लगाया आरोप Story Akhilesh Tripathi,एमपीपी यादव ने ईवीएम में हस्तक्षेप करने के लिए यू. पी. सरकार को आरोप लगाया,0.9979946
जब योगी आते हैं हम उजड़ जाते हैं। चलचित्र अभियान की रिपोर्ट,"जब योगी आते हैं, हम प्रकाशमान होते हैं। फिल्म अभियान की रिपोर्ट",0.99922025
गौ माता को कटने नहीं देंगे अमेठी में बोले CM योगी सपा को वोट मतलब आतंकवाद को वोट आने वाली पीढ़ी का भविष्य बर्बाद करना,"इन्थी, CM ने कहा कि योग सभा के लिए मतदान का अर्थ है कि आतंकवाद आने वाले पीढ़ी के भविष्य को नष्ट कर देगा।",0.9983315
के प्रतियोगी छात्र सातवें चरण में मतदान के लिए निकल रहे हैं बाबा तो गयो छात्र रण्डूवों भण्डू की सरकार नहीं चलेगी नहीं चलेगी अखिलेश यादव जिन्दाबाद डिम्पल भाभी जिन्दाबाद,प्रतिस्पर्धी छात्र सातवें चरण में मतदान करने जा रहे हैं. बाबा चला गया है छात्र पांडु की सरकार चला नहीं जा रहे हैं Akhilesh Yadav Jindabad Dimple Bhabi Jindabad चला नहीं जा रहे हैं,0.9986186
भारतीय जनता पार्टी और विकास जमीन और आसमान की तरह हैं जो कभी नहीं मिल सकते।,भारतीय जनता पार्टी और विकास ऐसे मिट्टी और आकाश हैं जिन्हें कभी नहीं पाया जा सकता।,0.999229
बीजेपी को वोट देने से पहले यह जरूर याद करना,यह याद रखें कि भाजपा के लिए मत देने से पहले,0.9987953
संभल में सपा पर बरसे ओवैसी कहा समाजवादी पार्टी ने मुसलमानों की कब्र पर खड़ा किया अपना सियासी महल,ओवासी ने कहा कि समाजवादी पार्टी ने अपने राजनीतिक महल को संबल में मुसलमानों के कब्र पर खड़ा किया है।,0.9987899
यूपी समाजवादी पार्टी पर CM योगी ने साधा निशाना कहा लाल टोपी का मतलब दंगा होता है सुरक्षा के लिए सपा की टोपी ख़तरा,सोशलिस्ट पार्टी के CMi ने कहा कि लाल टोपी का अर्थ है दंगा। सापा की टोपी सुरक्षा का खतरा है।,0.9989262
पत्नी को छोड़ देने से कोई गौतम बुध और टकला होने से कोई चाणक्य नहीं हो जाता यह बात अंध भक्तों को जितनी जल्दी समझ में आ जाए उतना बेहतर है,"निस्संदेह अंधे लोग जितना जल्दी इस बात को समझेंगे, उतना ही उनके लिए अच्छा होगा",0.9982684
यादव के दो चश्मे हैं। एक चश्मे से उन्हें एक ही जाति दिखाई पड़ती है और दूसरे चश्मे से उन्हें एक ही धर्म दिखाई पड़ता है।,Yadav के दो चेहरे हैं. एक चेहरा एक ही जाति और दूसरा चेहरा एक ही धर्म दिखाता है.,0.99835587
किसानों खाद तक नहीं दे पाई है भाजपा का जनता से हर वादा झूठा निकला भाजपा जाने वाली है बाबा मठ जाने वाले है,किसानों ने उर्वरक भी नहीं दिया है. भाजपा ने जनता से जो भी वादा किया है वह गलत है. भाजपा बाबा माट के पास जा रहा है.,0.9984778
क्या के साथ अमित शाह जी लुच्ची लुच्ची बातें करते थे या सिर्फ जनता का मनोरंजन करने के लिए ऐसी अर्नगल बातें कह रहे हैं,अमिताभ शाह लच्छी के साथ क्या बात कर रहे थे लच्छी या आम जनता को मनोरंजन के लिए अर्ंगल के बारे में बात कर रहे हैं?,0.99861234
लाल टोपी जालीदार टोपी को हराना है उत्तरप्रदेश में फिर से भगवा को लहराना है। Thats it thats the tweet,"लाल टोपी, पीले टोपी, हरित टोपी, लाल टोपी, लाल टोपी, लाल टोपी, लाल टोपी, लाल टोपी, लाल टोपी, लाल टोपी, लाल टोपी, लाल टोपी, लाल टोपी।",0.9929716
कांग्रेस सपाबसपा को देश बर्बाद नहीं करने देंगे सीएम इनके विध्वसंक मंसूबों को सफल नहीं होने देंगे सीएम,कांग्रेस देश को नष्ट नहीं करेगा. सी. एम. अपने विनाशकारी नीतियों में सफल नहीं होगा. सी. एम.,0.9961593
समाजवादी पार्टी की डिक्शनरी में A फॉर आतंक B भाईभतीजावाद सी करप्शन अमितशाह,"पार्टी के समाजवादी शब्दकोश में एक आतंकवाद के लिए, बी भाईचारे के लिए, सी कार्फुश अमिताभ शाह के लिए है।",0.9975092
अखिलेश ने राम मंदिर का लिया नाम तो योगी ने काम किया तमाम ZINDABAD ZINDABAD BJP ZINDABAD SHRI YOGI JI ZINDABAD,उन्होंने राम मंदिर का नाम लिया और Yogi ने सभी जिलों में काम किया।,0.9963054
एक तरफ पैसे देकर बुलाई गई जनता दूसरी ओर अपने प्रिय नेता को देखने सुनने पहुंची जनता। जनता का उठास देखते बनता हे फर्क साफ है। को बारनोल लगा लेनी चाहिए।,"एक ओर, वे लोग जो धन से बुन गए थे, और दूसरी ओर, वे लोग जिन्होंने अपने प्रिय नेता का ध्यान दिया।",0.9968461
इस पप्पूजी के पप्पू को अपनी पार्टी की चिंता नहीं है UP में कांग्रेस का स्थान कहाँ है,पापुजी के पापु को उनके दल की चिंता नहीं है। UP में कांग्रेस का स्थान कहां है?,0.99930394
में इस सपाई की ऐसी स्थिति होगी कि सफाई का भी मौका नहीं मिलेगा। हिन्दू विरोधी एवं भारतविरोधी को उत्तरप्रदेश का मतदाता ही जवाब देगा।,एक ऐसी स्थिति होगी जिसमें सफाई के लिए कोई अवसर नहीं होगा। उत्तर प्रदेश के मतदाताओं द्वारा एक हिन्दू-विरोधी और एक भारतीय-विरोधी उत्तर दिया जाएगा।,0.9992533
सुनने में आ रहा है की जिन आतंकियों को मृत्युदंड दिया गया है उनमे से एक आजमगढ़ का है और उसका बाप समाजवादी पार्टी में है। तो बात हुई ना सही की समाजवादी की लाल टोपी निर्दोष भारतीयों के रक्त से रंगा हुआ है।,वह सुनता है कि मृत्यु दंडित आतंकवादियों में से एक आज़मगढ़ से है और उसका पिता समाजवादी पार्टी से है. इसलिए समाजवादी का लाल टोपी निर्दोष भारतीयों के रक्त से रंगा गया है.,0.99931085
नरेंद्र मोदी के तीन यार हैं १ ड्रामा २ फसाद ३ अत्याचार,"மோடி के तीन बाण हैंः 1 नाटक, 2 भ्रष्टाचार और 3 दमन।",0.99806315
जनता मानती है बेरोजगारी मुद्दा नहीं है। यह राहुल पप्पू खान का सर्वे है,लोगों के बेरोजगारी एक समस्या नहीं है मानते हैं। यह Rahul Papu Khan का सर्वेक्षण है।,0.9987991
हाथरस की बेटी को न्याय तभी मिलेगा जब उत्तर प्रदेश में भाजपा का सफाया होगा।,रस की बेटी को न्याय तभी मिलेगा जब उत्तर प्रदेश में भाजपा को साफ कर दिया जाए।,0.99960196
इस्तीफे के बाद मौर्य का बड़ा बयान मेरा इस्तीफ़ा इस सरकार के ताबूत का अंतिम कील होगा बीजेपी के बागी नेता Swami Prasad Maurya,"इस त्यागपत्र के बाद मौर्य का बड़ा वक्तव्य हैः मेरी त्यागपत्री इस सरकार के सम्राट, भाजपा के नेता स्वामी प्रसाद मौर्य का अंतिम बुराई होगी।",0.9987481
